Municipios;Postos;Latitude;Longitude;Anos;Meses;Total;Dia1;Dia2;Dia3;Dia4;Dia5;Dia6;Dia7;Dia8;Dia9;Dia10;Dia11;Dia12;Dia13;Dia14;Dia15;Dia16;Dia17;Dia18;Dia19;Dia20;Dia21;Dia22;Dia23;Dia24;Dia25;Dia26;Dia27;Dia28;Dia29;Dia30;Dia31
Lavras da Mangabeira;SITIO TRANQUEIRA ;-6.7885555555556;-38.854722222222;2019;1;112.5;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;8.0;0.0;3.0;16.0;20.0;0.0;0.0;21.0;0.0;0.0;0.0;0.0;0.0;0.0;35.0;9.5;0.0
Lavras da Mangabeira;SITIO TRANQUEIRA ;-6.7885555555556;-38.854722222222;2019;2;181.5;0.0;0.0;0.0;0.0;11.0;14.0;47.0;0.0;0.0;0.0;0.0;0.0;5.5;0.0;0.0;33.0;11.5;16.0;0.0;4.5;19.0;6.0;0.0;14.0;0.0;0.0;0.0;0.0;888.0;888.0;888.0
Lavras da Mangabeira;SITIO TRANQUEIRA ;-6.7885555555556;-38.854722222222;2019;3;234.7;0.0;0.0;72.5;0.0;4.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;6.7;4.4;0.0;0.0;0.0;0.0;0.0;0.0;0.0;4.4;36.4;44.0;0.0;0.0;0.0;0.0;0.0;62.3
Lavras da Mangabeira;SITIO TRANQUEIRA ;-6.7885555555556;-38.854722222222;2019;4;137.6;0.0;0.0;26.3;0.0;0.0;8.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;14.1;0.0;0.0;20.0;0.0;0.0;69.2;888.0
Lavras da Mangabeira;SITIO TRANQUEIRA ;-6.7885555555556;-38.854722222222;2019;5;20.2;0.0;9.2;0.0;0.0;0.0;0.0;0.0;0.0;6.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;5.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
Lavras da Mangabeira;SITIO TRANQUEIRA ;-6.7885555555556;-38.854722222222;2019;6;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;888.0
Lavras da Mangabeira;SITIO TRANQUEIRA ;-6.7885555555556;-38.854722222222;2019;7;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
Lavras da Mangabeira;SITIO TRANQUEIRA ;-6.7885555555556;-38.854722222222;2019;8;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
Lavras da Mangabeira;SITIO TRANQUEIRA ;-6.7885555555556;-38.854722222222;2019;9;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;888.0
Lavras da Mangabeira;SITIO TRANQUEIRA ;-6.7885555555556;-38.854722222222;2019;10;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
Lavras da Mangabeira;SITIO TRANQUEIRA ;-6.7885555555556;-38.854722222222;2019;11;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;888.0
Lavras da Mangabeira;SITIO TRANQUEIRA ;-6.7885555555556;-38.854722222222;2019;12;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
Lavras da Mangabeira;SITIO TRANQUEIRA ;-6.7885555555556;-38.854722222222;2020;1;154.8;30.0;0.0;0.0;0.0;0.0;0.0;0.0;60.0;16.0;5.0;0.0;0.0;0.0;0.0;10.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;12.4;6.0;0.0;0.0;15.4
Lavras da Mangabeira;SITIO TRANQUEIRA ;-6.7885555555556;-38.854722222222;2020;2;148.2;0.0;0.0;0.0;0.0;21.4;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;15.4;3.0;4.0;37.4;30.0;0.0;0.0;37.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;888.0;888.0
Lavras da Mangabeira;SITIO TRANQUEIRA ;-6.7885555555556;-38.854722222222;2020;3;341.4;9.2;0.0;0.0;14.0;0.0;0.0;11.0;0.0;0.0;9.0;4.0;0.0;5.0;0.0;3.6;110.0;0.0;15.0;18.0;0.0;0.0;18.0;0.0;30.0;50.0;10.6;9.0;0.0;0.0;0.0;25.0
Lavras da Mangabeira;SITIO TRANQUEIRA ;-6.7885555555556;-38.854722222222;2020;4;158.4;0.0;0.0;10.4;0.0;14.0;0.0;0.0;0.0;0.0;0.0;9.2;0.0;0.0;0.0;0.0;0.0;0.0;41.6;0.0;31.0;0.0;0.0;34.2;0.0;0.0;0.0;18.0;0.0;0.0;0.0;888.0
Lavras da Mangabeira;SITIO TRANQUEIRA ;-6.7885555555556;-38.854722222222;2020;5;93.4;8.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;17.2;0.0;0.0;0.0;0.0;26.2;32.0;0.0;10.0;0.0;0.0;0.0;0.0;0.0
Lavras da Mangabeira;SITIO TRANQUEIRA ;-6.7885555555556;-38.854722222222;2020;6;47.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;47.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;888.0
Lavras da Mangabeira;SITIO TRANQUEIRA ;-6.7885555555556;-38.854722222222;2020;7;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
Lavras da Mangabeira;SITIO TRANQUEIRA ;-6.7885555555556;-38.854722222222;2020;8;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
Lavras da Mangabeira;SITIO TRANQUEIRA ;-6.7885555555556;-38.854722222222;2020;9;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;888.0
Lavras da Mangabeira;SITIO TRANQUEIRA ;-6.7885555555556;-38.854722222222;2020;10;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
Lavras da Mangabeira;SITIO TRANQUEIRA ;-6.7885555555556;-38.854722222222;2020;11;101.9;0.0;0.0;80.9;0.0;0.0;0.0;0.0;0.0;21.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;888.0
Lavras da Mangabeira;SITIO TRANQUEIRA ;-6.7885555555556;-38.854722222222;2020;12;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
Lavras da Mangabeira;SITIO TRANQUEIRA ;-6.7885555555556;-38.854722222222;2021;1;121.2;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;64.6;40.0;0.0;0.0;0.0;0.0;0.0;0.0;7.0;0.0;9.6;0.0;0.0;0.0
Lavras da Mangabeira;SITIO TRANQUEIRA ;-6.7885555555556;-38.854722222222;2021;2;200.2;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;21.0;0.0;19.0;7.0;0.0;44.0;0.0;35.0;0.0;6.0;0.0;0.0;0.0;0.0;0.0;42.0;4.0;0.0;22.2;0.0;888.0;888.0;888.0
Lavras da Mangabeira;SITIO TRANQUEIRA ;-6.7885555555556;-38.854722222222;2021;3;66.2;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;5.6;14.2;0.0;12.4;0.0;34.0;0.0;0.0;0.0;0.0;0.0
Lavras da Mangabeira;SITIO TRANQUEIRA ;-6.7885555555556;-38.854722222222;2021;4;142.2;0.0;0.0;0.0;18.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;18.4;0.0;0.0;8.0;0.0;0.0;0.0;28.0;0.0;0.0;0.0;17.4;5.4;0.0;0.0;0.0;0.0;47.0;0.0;888.0
Lavras da Mangabeira;SITIO TRANQUEIRA ;-6.7885555555556;-38.854722222222;2021;5;16.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;16.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
Lavras da Mangabeira;SITIO TRANQUEIRA ;-6.7885555555556;-38.854722222222;2021;6;25.0;0.0;25.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;888.0
Lavras da Mangabeira;SITIO TRANQUEIRA ;-6.7885555555556;-38.854722222222;2021;7;75.0;0.0;75.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
Lavras da Mangabeira;SITIO TRANQUEIRA ;-6.7885555555556;-38.854722222222;2021;8;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
Lavras da Mangabeira;SITIO TRANQUEIRA ;-6.7885555555556;-38.854722222222;2021;9;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;888.0
Lavras da Mangabeira;SITIO TRANQUEIRA ;-6.7885555555556;-38.854722222222;2021;10;11.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;11.0;0.0
Lavras da Mangabeira;SITIO TRANQUEIRA ;-6.7885555555556;-38.854722222222;2021;11;98.5;0.0;0.0;0.0;0.0;0.0;0.0;0.0;23.3;0.0;0.0;0.0;0.0;21.2;21.0;32.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;888.0
Lavras da Mangabeira;SITIO TRANQUEIRA ;-6.7885555555556;-38.854722222222;2021;12;114.2;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;21.0;0.0;0.0;0.0;8.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;20.0;53.2;0.0;0.0;0.0;12.0
Lavras da Mangabeira;SITIO TRANQUEIRA ;-6.7885555555556;-38.854722222222;2022;1;291.4;53.0;37.0;24.0;0.0;0.0;0.0;10.0;0.0;0.0;0.0;0.0;0.0;12.0;0.0;10.0;5.0;0.0;24.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;51.0;65.4;0.0;0.0;0.0
Lavras da Mangabeira;SITIO TRANQUEIRA ;-6.7885555555556;-38.854722222222;2022;2;92.0;0.0;0.0;0.0;0.0;25.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;10.0;0.0;0.0;0.0;0.0;0.0;0.0;7.0;5.0;23.0;0.0;0.0;0.0;0.0;0.0;22.0;888.0;888.0;888.0
Lavras da Mangabeira;SITIO TRANQUEIRA ;-6.7885555555556;-38.854722222222;2022;3;341.8;4.0;0.0;77.4;0.0;0.0;0.0;0.0;0.0;36.0;8.0;0.0;64.0;0.0;0.0;0.0;84.0;10.0;5.0;0.0;0.0;0.0;22.4;0.0;20.0;0.0;0.0;0.0;11.0;0.0;0.0;0.0
Lavras da Mangabeira;SITIO TRANQUEIRA ;-6.7885555555556;-38.854722222222;2022;4;161.9;0.0;25.0;0.0;0.0;1.0;0.0;0.0;5.2;0.0;0.0;0.0;24.0;0.0;0.0;0.0;0.0;15.4;15.0;0.0;0.0;11.7;0.0;10.0;33.6;4.0;0.0;0.0;17.0;0.0;0.0;888.0
Lavras da Mangabeira;SITIO TRANQUEIRA ;-6.7885555555556;-38.854722222222;2022;5;67.4;0.0;0.0;8.4;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;30.0;0.0;10.0;6.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;7.0;0.0;0.0;0.0;6.0
