Municipios;Postos;Latitude;Longitude;Anos;Meses;Total;Dia1;Dia2;Dia3;Dia4;Dia5;Dia6;Dia7;Dia8;Dia9;Dia10;Dia11;Dia12;Dia13;Dia14;Dia15;Dia16;Dia17;Dia18;Dia19;Dia20;Dia21;Dia22;Dia23;Dia24;Dia25;Dia26;Dia27;Dia28;Dia29;Dia30;Dia31
Aquiraz;SITIO SAPUCAIA FAGUNDES;-3.95791666667;-38.3511944444;2015;2;219.0;0.0;0.0;18.0;12.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;2.0;9.0;0.0;2.0;50.0;7.0;24.0;70.0;18.0;1.0;6.0;888.0;888.0;888.0
Aquiraz;SITIO SAPUCAIA FAGUNDES;-3.95791666667;-38.3511944444;2015;3;293.0;32.0;3.0;0.0;0.0;0.0;13.0;8.0;28.0;20.0;24.0;41.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;5.0;10.0;8.0;55.0;7.0;0.0;0.0;8.0;0.0;0.0;0.0;31.0
Aquiraz;SITIO SAPUCAIA FAGUNDES;-3.95791666667;-38.3511944444;2015;4;334.0;25.0;0.0;26.0;2.0;30.0;0.0;0.0;0.0;18.0;7.0;20.0;8.0;25.0;35.0;20.0;2.0;0.0;8.0;0.0;0.0;0.0;0.0;30.0;26.0;30.0;0.0;0.0;0.0;6.0;16.0;888.0
Aquiraz;SITIO SAPUCAIA FAGUNDES;-3.95791666667;-38.3511944444;2015;5;43.0;0.0;2.0;0.0;0.0;0.0;0.0;1.0;6.0;2.0;0.0;0.0;0.0;0.0;0.0;3.0;0.0;0.0;0.0;0.0;0.0;0.0;4.0;0.0;0.0;2.0;10.0;8.0;2.0;0.0;1.0;2.0
Aquiraz;SITIO SAPUCAIA FAGUNDES;-3.95791666667;-38.3511944444;2015;6;60.0;0.0;0.0;0.0;4.0;20.0;3.0;0.0;13.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;3.0;0.0;0.0;0.0;0.0;0.0;0.0;11.0;0.0;0.0;4.0;1.0;888.0
Aquiraz;SITIO SAPUCAIA FAGUNDES;-3.95791666667;-38.3511944444;2015;7;106.0;0.0;0.0;7.0;8.0;26.0;25.0;0.0;1.0;9.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;19.0;4.0;0.0;0.0;0.0;6.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0
Aquiraz;SITIO SAPUCAIA FAGUNDES;-3.95791666667;-38.3511944444;2015;8;3.0;3.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
Aquiraz;SITIO SAPUCAIA FAGUNDES;-3.95791666667;-38.3511944444;2015;9;16.0;0.0;6.0;2.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;2.0;0.0;3.0;0.0;0.0;0.0;0.0;0.0;2.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;888.0
Aquiraz;SITIO SAPUCAIA FAGUNDES;-3.95791666667;-38.3511944444;2015;10;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
Aquiraz;SITIO SAPUCAIA FAGUNDES;-3.95791666667;-38.3511944444;2015;11;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;888.0
